order,phase,run_id,run_name,status,selected_next,selection_reason,seed,learning_rate,rewa_k,rewa_m,rewa_eps,rewa_weight_decay,theory_status,train_tokens,expected_iters,completed_iters,best_val_loss,best_val_ppl,pruning_eval_iters,pruning_sparsities,checkpoint,metrics_jsonl,pruning_json,pruning_csv,layer_csv,run_config,train_log,git_commit,error,updated_at_utc
3,screen,screen/k5-m2-eps0-wd1e-4-lr0.002-seed0,k5-m2-eps0-wd1e-4-lr0.002-seed0,completed,no,,0,0.002,5.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,3.7305680275,41.7027897688,0,,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr0.002-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr0.002-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr0.002-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr0.002-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr0.002-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr0.002-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr0.002-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T16:44:49+00:00
3,screen,screen/k5-m2-eps0-wd1e-4-lr0.003-seed0,k5-m2-eps0-wd1e-4-lr0.003-seed0,completed,yes,top-4 3M validation loss,0,0.003,5.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,3.56659157276,35.3957434987,0,,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T16:52:08+00:00
4,screen,screen/k3-m1-eps0-wd1e-4-lr6e-4-seed0,k3-m1-eps0-wd1e-4-lr6e-4-seed0,completed,no,,0,0.0006,3.0,1.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.34603307247,77.171720293,0,,outputs/stage1-rewa-tuning/screen/k3-m1-eps0-wd1e-4-lr6e-4-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k3-m1-eps0-wd1e-4-lr6e-4-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k3-m1-eps0-wd1e-4-lr6e-4-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k3-m1-eps0-wd1e-4-lr6e-4-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k3-m1-eps0-wd1e-4-lr6e-4-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k3-m1-eps0-wd1e-4-lr6e-4-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k3-m1-eps0-wd1e-4-lr6e-4-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
4,screen,screen/k7-m2-eps0-wd1e-4-lr0.002-seed0,k7-m2-eps0-wd1e-4-lr0.002-seed0,completed,no,,0,0.002,7.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,3.67756128311,39.5498255413,0,,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr0.002-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr0.002-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr0.002-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr0.002-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr0.002-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr0.002-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr0.002-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T16:45:50+00:00
4,screen,screen/k7-m2-eps0-wd1e-4-lr0.003-seed0,k7-m2-eps0-wd1e-4-lr0.003-seed0,completed,no,,0,0.003,7.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,3.65813271999,38.7888455702,0,,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T16:53:03+00:00
5,screen,screen/k3-m1-eps0-wd1e-4-lr0.001-seed0,k3-m1-eps0-wd1e-4-lr0.001-seed0,completed,no,,0,0.001,3.0,1.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.04190502167,56.9347013998,0,,outputs/stage1-rewa-tuning/screen/k3-m1-eps0-wd1e-4-lr0.001-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k3-m1-eps0-wd1e-4-lr0.001-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k3-m1-eps0-wd1e-4-lr0.001-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k3-m1-eps0-wd1e-4-lr0.001-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k3-m1-eps0-wd1e-4-lr0.001-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k3-m1-eps0-wd1e-4-lr0.001-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k3-m1-eps0-wd1e-4-lr0.001-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
5,screen,screen/k9-m2-eps0-wd1e-4-lr0.002-seed0,k9-m2-eps0-wd1e-4-lr0.002-seed0,completed,no,,0,0.002,9.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,3.66837413311,39.1881393382,0,,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr0.002-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr0.002-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr0.002-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr0.002-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr0.002-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr0.002-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr0.002-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T16:46:45+00:00
5,screen,screen/k9-m2-eps0-wd1e-4-lr0.003-seed0,k9-m2-eps0-wd1e-4-lr0.003-seed0,completed,no,,0,0.003,9.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,3.60700075626,36.8553487097,0,,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T16:54:00+00:00
6,screen,screen/k5-m0-eps0-wd1e-4-lr3e-4-seed0,k5-m0-eps0-wd1e-4-lr3e-4-seed0,completed,no,,0,0.0003,5.0,0.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,5.00430459976,149.053395344,0,,outputs/stage1-rewa-tuning/screen/k5-m0-eps0-wd1e-4-lr3e-4-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k5-m0-eps0-wd1e-4-lr3e-4-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k5-m0-eps0-wd1e-4-lr3e-4-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k5-m0-eps0-wd1e-4-lr3e-4-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k5-m0-eps0-wd1e-4-lr3e-4-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k5-m0-eps0-wd1e-4-lr3e-4-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k5-m0-eps0-wd1e-4-lr3e-4-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
6,screen,screen/k9-m4-eps0-wd1e-4-lr0.002-seed0,k9-m4-eps0-wd1e-4-lr0.002-seed0,completed,no,,0,0.002,9.0,4.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,3.66012048721,38.8660254483,0,,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr0.002-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr0.002-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr0.002-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr0.002-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr0.002-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr0.002-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr0.002-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T16:47:38+00:00
6,screen,screen/k9-m4-eps0-wd1e-4-lr0.003-seed0,k9-m4-eps0-wd1e-4-lr0.003-seed0,completed,no,,0,0.003,9.0,4.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,3.61398171186,37.1135344056,0,,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T16:54:59+00:00
7,screen,screen/k5-m0-eps0-wd1e-4-lr6e-4-seed0,k5-m0-eps0-wd1e-4-lr6e-4-seed0,completed,no,,0,0.0006,5.0,0.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.36208431721,78.4204172224,0,,outputs/stage1-rewa-tuning/screen/k5-m0-eps0-wd1e-4-lr6e-4-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k5-m0-eps0-wd1e-4-lr6e-4-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k5-m0-eps0-wd1e-4-lr6e-4-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k5-m0-eps0-wd1e-4-lr6e-4-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k5-m0-eps0-wd1e-4-lr6e-4-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k5-m0-eps0-wd1e-4-lr6e-4-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k5-m0-eps0-wd1e-4-lr6e-4-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
8,screen,screen/k5-m0-eps0-wd1e-4-lr0.001-seed0,k5-m0-eps0-wd1e-4-lr0.001-seed0,completed,no,,0,0.001,5.0,0.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.04111343622,56.8896505519,0,,outputs/stage1-rewa-tuning/screen/k5-m0-eps0-wd1e-4-lr0.001-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k5-m0-eps0-wd1e-4-lr0.001-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k5-m0-eps0-wd1e-4-lr0.001-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k5-m0-eps0-wd1e-4-lr0.001-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k5-m0-eps0-wd1e-4-lr0.001-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k5-m0-eps0-wd1e-4-lr0.001-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k5-m0-eps0-wd1e-4-lr0.001-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
9,screen,screen/k5-m2-eps0-wd1e-4-lr3e-4-seed0,k5-m2-eps0-wd1e-4-lr3e-4-seed0,completed,no,,0,0.0003,5.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,5.0049369812,149.147683754,0,,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr3e-4-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr3e-4-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr3e-4-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr3e-4-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr3e-4-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr3e-4-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr3e-4-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
